1,0.9945
2,0.9858
3,0.97452
4,0.96148
5,0.94678
6,0.92923
7,0.91265
8,0.893
9,0.87308
10,0.85361
11,0.83314
12,0.81367
13,0.79385
14,0.77397
15,0.75464
16,0.73561
17,0.71798
18,0.70048
19,0.68366
20,0.66609
21,0.65089
22,0.63499
23,0.62
24,0.60611
25,0.59228
26,0.57897
27,0.56607
28,0.55243
29,0.54257
30,0.53032
