1,1.9811
2,1.9614
3,1.9365
4,1.9055
5,1.8702
6,1.8351
7,1.7935
8,1.7531
9,1.7089
10,1.6689
11,1.627
12,1.5854
13,1.5404
14,1.5043
15,1.4638
16,1.4265
17,1.3905
18,1.353
19,1.3174
20,1.2856
21,1.2553
22,1.2243
23,1.1967
24,1.1669
25,1.1429
26,1.1152
27,1.091
28,1.0671
29,1.045
30,1.0204
